lyric,class
Watermelon sugar high,1
"Just give me more time, other watch cost a Benz (Yeah, yeah)",0
"One, two, baby I want you (Ooh)",1
"Oh, don't bring that up, that's gon' get me sentimental",0
"To give you something sensational, so let's go, yeah",1
Daytrip took it to 10 (Hey),0
Couldn't hit it if you n****s had aim,0
"I got a demon in my engine, I did a donut (Skrrt)",0
"I'm smoking moonrocks, shawty, and I feel the ceiling",0
"I check into Blood, n****, like, ""Ayy, man, what's brackin', b****?""",0
"I spend over $5,000, that's just on one fit (woah, woah)",0
Everything's been so messed up here lately,1
"I had to tighten the f*** up, but I'm here for the crown, crown (Oh, s***)",0
"Six by six, big Benz on my wrist (Grrt)",0
"She wanna f*** with the Woo (Ayy, she wanna f*** with the Woo, Woo)",0
You n****s fell off and you'll never recover,0
Everything means nothing if I can't have you?,1
How the f*** I make it to the top same day I lost the n**** that had me?,0
"Trying to drag it out, but we beared it livin'",1
So at least you took an L off your bucket list (Bucket list),0
Take you on shopping sprees for therapy,0
"Get more bottles, these bottles are lonely",0
I wish I told you that I loved you,1
"Yeah, you heard me right (Yeah, you heard me)",1
'Cause I'm just a man,0
s***tin' me? (Boy),0
"Take her shopping, you know Yves Saint Laurent",1
"And all of these good things, good things, good things",1
"I mean, why are you laughing?",0
"Let the vibe, let the vibe",1
"All these hackers, yeah, these n****s is foul",0
"I'll burn up the town, before them n****s bust my dome",0
"Ha, that's right, haha",1
"Girl, your love, you think you broke it",1
I've got the recipe,1
I love when he go on tour,0
"Too many girls, what you call that? Got 'em all in line, they fiendin', yeah",0
"Tryna get away from all the drama, hopped in the Benz, now I'm speedin'",0
"I was born for this, born for this",0
"In two months, you replaced us",1
Tinna na netti nen cinna nu unnawa emantuna nuvu innu..,0
Tell my n****s what up and they said that I'm crazy,0
"Baby, I'm perfect for you",1
And they hold your hands,1
Can't stop you leaving,1
Your b**** wanna party with Cardi,0
Moonwalkin' through your clique,0
"Matter of fact, none of you guys get high as me, woah",0
I've seen my brothers fall over and over again (Hunh),0
"But I ain't finished though, it's been a minute though",0
"That's on me, baby, yeah, that's on me, baby, yeah",0
"Kanye West ft. Rihanna and Swizz Beatz, Famous",1
"Let's go, b****",0
"Wonder Bread man, make your b**** lick crumbs (Yeah)",0
Think we should leave after I pay,1
"Exhausting, letting off on my offspring",0
If it's all right,1
"Never trust a big butt and a smile, word to Ronnie",0
When I open up and give my trust,0
"Okay, smoke that boy just like a cigarette",0
"Ain't no love, ain't no love lost",0
Don't want you to take this personal,1
We can do mouth to mouth with no speaking,1
"If I'm shinin', everybody gonna shine (Yeah, I'm goals)",1
Wasted (Wasted),1
"Lil' bro want his head, he tryna make his brains ooze",0
I'm takin' on a new path (uh),0
Now we're saying goodbye (Goodbye),1
"Ho, you on simp s***, ayy",0
"And there's nothin' I, nothin' I, I can do",1
Quiere' remedio pa' tu dolor,0
"I feel good (good, good, good, yeah) I feel good",1
Tell you the truth,0
Eat a Barbie a** or somethin',0
What if nothing will ever change?,1
"Big Rollie, it dancin' bigger than a Pandie",1
"Diamond VVS, I put baguettes all on my Rollie",0
So they can't fly,1
"I been making these deals, numbers come with decimals",0
"Khoti baate, sare khote bante fake",0
"Ride it, ride it, touch my soul",1
Used to say I wanna put Tottenham on the map,0
I blow the smoke from the car exhaust,0
"Girl, 'cause I got the key to pull the lock",1
"Sometimes, you gotta lose somebody",1
You ain't gonna be able to tell what the f***'s happenin' to ya,0
"Won't stop, woah, yeah, never stop",0
And I've been trying to find a reason to get up,1
"'Cause you with the kid now, Ella Mai, boo'd up",0
"Flame up, light it",0
Find you again (It's too late),1
"Allan Rayman, Lucy The Tease",1
"But it seems like the more they studied my music, the more they remind me of eyeballs",0
You came to rain a flood,1
I had a really bad feeling you'd been lying to me,0
Falling onto my knees,1
I miss you more than I thought that I could,1
"And through my phone I'm scrollin', bang my line (Bang my line)",0
"Grew from ambition, my pocket filled with them benjs",0
"I'm in cake mode (Huh), I'm in brave mode, uh",0
I'm sick of these n****s,0
And now that I'm without your kisses,1
"And I'm always tired, but never of you",1
She drunk as f*** and I'm upset,0
"Demanded my attention, had to give it up",1
"I'm a cool girl, I'm a, I'm a cool girl",1
Inside the world of beautiful people,1
"Silk Dior with the flowers, five gold Cubans",0
"Hey, hey hey hey",1
I am blessed by the heavens,1
"Mirror mirror on the wall, who's the flyest of 'em all?",0
"But you lied to me, you lied to me, you lied to me",0
Say you'll never let me go,1
"Smash, I don't never use the brakes",0
It won't be to sell you my latest lil' sneakers,0
Got a mouth just like a trucker,1
"I could fly home, with my eyes closed",0
"Mmm, ooh, ooh, ooh",1
"Praise to the Lord, give him grace",0
All this ice got me freezin' like Jack Frost (4X),0
"It's almost love, but it could be love",1
"Different colored coupes, money on the floor, yeah (Yeah)",0
I put my kids on her titty,0
Now his body froze and nobody knows what to tell his mother,0
"I do my own stunts, Jackie Chan with it",0
A quarter tank and almost gone,1
She feed him lies with his silverware,0
I'm so sorry that my timing's off,1
"Get your money, Black man (Black man)",0
"No matter where I go, you know I love 'em all",1
"I f*** a b****, I forgot her name, yuh (Yuh, yuh)",0
Now you belong to me,1
They say newcomers have a certain smell,1
"Tried to put me in a box and then I crashed the Porsche, err!",0
I'd wanna be me too,1
"Bas karta hu ye prathna, jisne dukhaya aatma",0
"Louboutin, Jimmy Choo, that's on you (Haan)",0
"I don't wanna waste no time, yeah",1
We both know we ain't kids no more,1
"Yeah, hunnid thousand for the cheapest ring on a n**** finger, lil' b****, woo",0
Just for the night,1
Some n****s graduated to powder,0
"It was never the same, and it's bothered me since",0
"I be like, f*** 'em, f*** 'em, bring the lube in",0
"Rock Gazelle, you could see I got cake (Got cake)",0
It's clear to see that time hasn't changed a thing,1
"(She at home now!) That was that, so",0
"Hey, hey, hey, hey",1
Why do I do this dirt that I do?,0
I feel like the greatest,0
In God and James Dean,1
I stopped askin' myself and I started feelin' myself,0
"Follow procedure, remember? Oh, wait, you got amnesia",1
"This brand new Draco that I got, it hit and blow out your heart",0
Bad girls underneath like that,1
Treat that b**** like she a fefe,0
I just tried to kill another n**** the other day,0
"Listen ho, I know all you b****es want is liquor, smoke (Liquor, smoke)",1
Hop out that Scat and I caught her,0
"Players only, come on",1
"Pop up, guess who, b****?",0
"Yellow Lamb', look like Pikachu",0
"Red light, green light",1
Porn stars in my backyard like the slave ship,0
"Dillon Francis, Kygo, Coming Over",1
"The greatest, the greatest alive",1
Tone down that walk,1
Potato over my gun,0
I will turn a n**** into a convertible,0
"When it's time to battle, they don't never ever show (21)",0
"I've been on the low, I been taking my time",0
"I do, I do, I do",1
When I need your love? If I need your help?,1
"If I want it, I take that, we snatch s*** (Snatch s***)",0
p**** a** n**** just talk s***,0
"Wasted, get her off my mind when I'm wasted",0
"But I, I'd rather fight",1
(Let me hear you say),0
Tryna see if this b**** hit the top speed,0
I bought a '87 for the weekend (The weekend),0
We've been on a tragedy for months,0
I'm still twice as good as you'll ever be,0
Bring a t***tie to the whip,0
I got some real n****s that's locked up,0
I like that you're lonely,1
Isn't it? Isn't it? Isn't it?,1
Can't really trust nobody with all this jewelry on you,0
I could open up my eyes and walk in a straight line,0
Codeine runneth over on my nightstand,0
You can worry 'bout she,1
"Now you know, you're free to go",1
"Shoot up the floor (Rraow), I got him dancing, dancing",0
"Swang doors now (Skrrt), f*** on hoes now (Smash)",0
So I'm gonna put my time in (time in),1
I am so high I can't land now,0
"Kacey Mustgraves, Follow your Arrow",1
Go get the fire when I'm callin' 'em merked,0
I walked in the corner with the body screaming dolo,1
But I don't wanna go to Heaven without raisin' hell,1
"Come on, come on",1
My favorite color is you,1
"Thank the children, just thank the children",1
And there wouldn't be a reason why,1
"I want to, but a b**** got pride",0
"I want you to come flex with me, baby",1
"She want this Fendi, go get it",0
Back and forth like this is all tennis,1
"Low, low, low, low, low, low, low, low, low",1
Some n****s graduated to powder,0
Little white toothpick,0
"Ah, ah, ah, I wanna go back",1
"b****, not from the couch, bah",0
"Don't fall on my faith, oh",0
How you ridin' in a Benz and a Tonka truck?,0
We could waste the night with an old film,1
When I popped off then your girl gave me just a little bit of lockjaw,0
"Come on home with me, oh baby, let it loose",1
My window got blue in the tint (Skrrt),0
"I'm ready (I'm ready), I'm ready (I'm ready)",1
"But look, I been here, I done it",1
You get under my skin,1
"Slime green paint, peanut butter inside",0
"All our troubles, we'll lay to rest and",1
Iconic duos rip and split at the seams,0
What do you mean?,1
You're something like an angel,1
So it's only right that I get in the streets,0
"Only love, love, love",1
"Searchin' for a deity, now you wanna see it free",0
We got that love; the crazy kind,0
"If the world was ending, you'd come over, right?",1
And I still probably would text you (No),0
Bury me and I'll be born again,0
I cannot love on no b**** when she f***ing the clique,0
"Girl, your love, you think you broke it",1
Took her to the endzone from the Enzo,0
"Come on, let's turn this all around",1
Oh I can picture you so easily,1
An old friend can give advice,1
"And I don't give a f*** if you don't like it, yeah, yeah (I don't give a f***)",0
Like I'm in Islands of Adventure how I stay rolling,0
So it's alright every time we f***in' break a sin,0
"Bought the gang (Yeah), all brand new chains (Ice, ice)",0
That I'm at an all time,1
"Drizzy 'bout to drop, the game is in disarray",0
"Had to make sure my brother good, Eli Manning",0
"NLE, you heard me?",0
"Even if they had a million dollars, they'd be trappin'",1
Maybe it's time I tell 'em what I think about them,0
I'll blow you like a flute (Rrah),0
I guess luck is on your side,0
I keep a hundred racks inside my jeans,0
I killed some n****s and I walked away from it,0
Tell me where the good boys go,1
Solo shadow on a sidewalk,1
"With your phone out, snappin' like you Fabo",0
Donne moi une chance de faire ma thune,0
"Tinashe, Player",1
"Let the vibe, let the vibe",1
You used to call me on my cell phone,1
"He got mad, so I got drinks",1
"Like, this s*** feel like, you know",0
"(Don't give up, don't give up, don't give up, no no no)",1
I feel like I'm Gucci Mane in 2006,0
f*** can I say? If life was a highway,0
"Not good at keeping with the trends (No, no)",1
The one thing I love more than being with you and that's,1
"I'm only human, can't you see? I made, I made a mistake",1
You know you gotta stick by me,1
"Say you're moving on, well, I guess that's just the motion",0
We were lying on your couch,1
Despite what you choose to do with yourself this summer,1
And if you like having secret little rendezvous,1
"Ayy, stay with the blue cheddar (Woah)",0
Back when the rap game was prayin' I'd diss,0
"Holdin' on your hands, your body's a temple",0
n****s duckin' (Bop),0
You had all my attention (it was all on you),1
"Panic! At The Disco, Emperor's New Clothes",1
Cenneti Terk ediyorum (Evet),0
"I'm only human, can't you see? I made, I made a mistake",1
"Woah, oh oh woah, oh oh woah, oh oh woah",1
"Luxury, oh, you broke, b****? Yeah, I had enough money in '02",0
Look what you done to me,0
"Tats and golds, uh (Tats), rock the shows, uh (Yeah)",0
I'm the n**** make your b**** wanna drop (Yeah),0
The only thing that matters now is everything You think of me,1
"Enemies, yeah, it's so sad",0
"And I ain't just blowin' smoke, 'less it's in your momma's face",0
"n****, done made in my M a week",0
Would you rescue me? (Would you rescue me?),1
